word,freq,mean_tf,variance,cv,doc_freq
event,1219681,25410.020833333332,749310451.8120661,1.0772732454614342,48
week,1219251,25401.0625,926291564.3919271,1.198179738842365,48
presence,1215458,25322.041666666668,1035674343.8732638,1.2709044192844097,48
know,1210786,25224.708333333332,779455942.873264,1.1068012297515972,48
declare,1210385,25216.354166666668,635166513.7287326,0.9994509873015934,48
regulation,1210205,25212.604166666668,1115774801.7808158,1.3248617723077936,48
collect,1209034,25188.208333333332,835536132.3315973,1.1475862631691802,48
y,1207779,25162.0625,481868621.72526044,0.8724048808784379,48
statement,1206479,25134.979166666668,723745398.7287326,1.070321817610843,48
occur,1204171,25086.895833333332,582282026.3433161,0.9618774997121893,48
rna,1200993,25020.6875,2173500275.7565103,1.8632906774124476,48
source,1199608,24991.833333333332,640935382.5555557,1.0129989790949867,48
possible,1193097,24856.1875,718442944.9023438,1.0783546759963638,48
moreover,1190659,24805.395833333332,799648192.280816,1.1399959755926234,48
order,1188743,24765.479166666668,946063033.0412326,1.241976279355074,48
confirm,1187547,24740.5625,853954417.6627604,1.1811574002920555,48
estimate,1186683,24722.5625,596213941.7044271,0.9876602611544243,48
recent,1185323,24694.229166666668,677145900.093316,1.0537695683431874,48
disorder,1182675,24639.0625,2127168609.7252605,1.8718747177739463,48
physical,1182026,24625.541666666668,1874750901.2065973,1.7582717300055812,48
effective,1180339,24590.395833333332,667309945.3224827,1.0505053755071325,48
direct,1180157,24586.604166666668,773042226.0308161,1.1308449402957115,48
project,1180030,24583.958333333332,523385811.91493064,0.9305916718277625,48
examine,1179156,24565.75,1352244346.2708333,1.4969164443519571,48
practice,1178461,24551.270833333332,1339135234.4891493,1.490521487902364,48
training,1175396,24487.416666666668,1011394214.701389,1.298725181995591,48
allow,1173848,24455.166666666668,570323806.1388888,0.9765401932712778,48
molecular,1171592,24408.166666666668,1379566347.5555556,1.521724860574272,48
even,1168741,24348.770833333332,747552199.1349826,1.1229068199491032,48
additionally,1168526,24344.291666666668,706508692.6649306,1.0918465651799274,48
available,1166039,24292.479166666668,525845032.1662326,0.9439675142596096,48
part,1148875,23934.895833333332,640145192.843316,1.0570796263464899,48
explore,1144250,23838.541666666668,838227143.248264,1.2145102270908303,48
environmental,1142540,23802.916666666668,1530993804.5347223,1.6438286312419574,48
main,1141556,23782.416666666668,682425398.6180556,1.0984280314470052,48
loss,1140469,23759.770833333332,471151178.593316,0.9135617198486015,48
contrast,1136462,23676.291666666668,724868450.9149303,1.137145187207399,48
therapeutic,1136433,23675.6875,2053584889.3815105,1.9140519944338652,48
conclusion,1134913,23644.020833333332,552582695.7703992,0.9942081227777478,48
claim,1132422,23592.125,539431526.0260416,0.9844668610391548,48
experimental,1132134,23586.125,724944869.1927084,1.141552512878618,48
link,1128063,23501.3125,736506086.6731771,1.1547714890724619,48
program,1124429,23425.604166666668,982828069.5724825,1.3382830430213963,48
derive,1122047,23375.979166666668,1179464742.937066,1.46917209235595,48
flow,1121710,23368.958333333332,776109365.373264,1.1921258569545305,48
hospital,1119484,23322.583333333332,1351135830.6180556,1.5760603816288647,48
science,1118872,23309.833333333332,535979885.80555564,0.9931962648553686,48
strong,1118413,23300.270833333332,790096656.030816,1.206366150299579,48
define,1114290,23214.375,495527739.5260417,0.9589081061070974,48
ca,1114099,23210.395833333332,1019572806.4891495,1.3757089883509097,48
marker,1113715,23202.395833333332,1522568069.405816,1.6817271179873876,48
regard,1111007,23145.979166666668,944837072.6453995,1.328014768728959,48
genetic,1110466,23134.708333333332,1568562843.706597,1.7119336675082726,48
so,1110322,23131.708333333332,747516648.2482638,1.181959857663779,48
care,1108395,23091.5625,1941774869.7877605,1.9082976587779699,48
often,1102574,22970.291666666668,688460394.3732638,1.142281047002629,48
context,1098781,22891.270833333332,1942255508.905816,1.9252329117097517,48
reduction,1098433,22884.020833333332,550277402.1037327,1.025081757141322,48
membrane,1097123,22856.729166666668,1286024400.1974826,1.5689551246670161,48
domain,1096589,22845.604166666668,801864104.9891491,1.2395034466567323,48
likely,1092786,22766.375,753549270.8177084,1.2057629690384692,48
learn,1090463,22717.979166666668,2630340448.4370656,2.2575443182246517,48
way,1087731,22661.0625,1040463435.9335938,1.4234202594004894,48
since,1085757,22619.9375,481655840.93359375,0.9702351738377561,48
establish,1085360,22611.666666666668,544470183.8055555,1.0319400700767745,48
people,1082100,22543.75,2359941272.1041665,2.15488668721494,48
draft,1079759,22494.979166666668,574557562.437066,1.0655680186551237,48
section,1078855,22476.145833333332,362694318.249566,0.8473221018153562,48
measurement,1077378,22445.375,480083072.4427083,0.9761832038286213,48
pd,1074624,22388.0,2936407284.8333335,2.420431789156054,48
activate,1072586,22345.541666666668,2107828637.2065966,2.054597539401956,48
above,1072094,22335.291666666668,555811835.6649305,1.0555340976363732,48
knowledge,1059673,22076.520833333332,1445531597.4995658,1.7221983275700128,48
metabolic,1058339,22048.729166666668,1120778975.9058158,1.518365841585858,48
propose,1058251,22046.895833333332,544566031.5099827,1.0584682216224903,48
genome,1057370,22028.541666666668,3405759018.331598,2.649239432748023,48
formation,1056059,22001.229166666668,865807818.3849826,1.3374076619303181,48
help,1054910,21977.291666666668,951449509.9565973,1.4035203098069036,48
serum,1054308,21964.75,1824751195.6041667,1.9448027677136783,48
software,1053526,21948.458333333332,567214666.9149306,1.0850998549801945,48
dependent,1049973,21874.4375,904620593.1627604,1.3749798730559102,48
particularly,1049296,21860.333333333332,499102626.8055556,1.0219700014782116,48
regression,1049292,21860.25,713136422.3958334,1.2216060773730093,48
covid,1048260,21838.75,2175695564.0208335,2.1358526425912627,48
achieve,1046351,21798.979166666668,438774296.7703993,0.9609138057992425,48
inhibit,1038448,21634.333333333332,1881876786.5555553,2.0051740507741074,48
limit,1038138,21627.875,402432492.0260417,0.9275400439157591,48
efficacy,1035271,21568.145833333332,1402036701.8745658,1.7360685911212843,48
management,1029375,21445.3125,636619233.1315104,1.1765421713651474,48
bacterial,1027631,21408.979166666668,5326094844.562066,3.4088546863566016,48
critical,1026305,21381.354166666668,528532551.2703993,1.0752282407377756,48
local,1025410,21362.708333333332,385140862.83159727,0.918657211116856,48
status,1024497,21343.6875,901070676.7148438,1.40640361736457,48
correlate,1024431,21342.3125,766473683.9648438,1.2972006258610318,48
aim,1022310,21298.125,638068541.984375,1.1860207715826907,48
metabolism,1020952,21269.833333333332,1203407165.5972223,1.6309558682755312,48
inflammation,1019774,21245.291666666668,2501323583.873263,2.35408554855434,48
tool,1019501,21239.604166666668,435028740.4891493,0.9820024158669638,48
accuracy,1018773,21224.4375,490451668.66276044,1.0434266362254272,48
highlight,1018153,21211.520833333332,501577379.8328994,1.0558376960324611,48
another,1017659,21201.229166666668,557853539.3016492,1.1140355658170045,48
right,1016942,21186.291666666668,574963136.9149305,1.1317879189547666,48
organization,1016224,21171.333333333332,730414142.4305555,1.2765457285820279,48
bind,1015126,21148.458333333332,1563908289.2482636,1.8699367927081019,48
item,1014997,21145.770833333332,5088775086.134983,3.3735185839231017,48
detection,1014857,21142.854166666668,578378368.249566,1.137476430835419,48
female,1012789,21099.770833333332,702186972.3849827,1.2558814492510872,48
consistent,1012514,21094.041666666668,513942683.83159715,1.0747254777725754,48
profile,1012244,21088.416666666668,654192986.8680555,1.2128552381582283,48
validation,1010289,21047.6875,592470344.5898438,1.15645548822978,48
pre,1008438,21009.125,503522587.5677083,1.0680744191636127,48
extract,1007488,20989.333333333332,978388759.1805557,1.4902429725531674,48
solution,1007176,20982.833333333332,494397380.47222227,1.059678076691348,48
dynamic,1004406,20925.125,352414196.1510417,0.8971367271891456,48
five,1004185,20920.520833333332,625091597.249566,1.195086493164146,48
major,1003418,20904.541666666668,553046809.2899305,1.1249683276141949,48
lack,1002880,20893.333333333332,535830165.8055555,1.1079134806175257,48
criterion,1002566,20886.791666666668,618337944.7899305,1.190532386387531,48
combination,1002038,20875.791666666668,893926667.2065972,1.4322142565875586,48
exposure,998406,20800.125,704935786.5260416,1.276464774009628,48
center,991141,20648.770833333332,425562832.75998265,0.9990509593845878,48
previously,990637,20638.270833333332,761508641.6974826,1.3371006832264902,48
cycle,989018,20604.541666666668,586026907.6232638,1.1748862474548194,48
combine,987639,20575.8125,507845483.06901044,1.0952387561055539,48
independent,986812,20558.583333333332,645659353.326389,1.2359717338773943,48
diagnosis,985129,20523.520833333332,969542337.8745657,1.517160484703289,48
education,985089,20522.6875,2437819347.9231772,2.405838816263275,48
lung,980015,20416.979166666668,2354246362.6453996,2.3764816673988896,48
liver,978213,20379.4375,1590090920.8710938,1.9566754056718425,48
woman,977880,20372.5,1143752384.4166667,1.660051952307459,48
male,974284,20297.583333333332,583370837.1597222,1.1899481120891235,48
w,972126,20252.625,437873197.1510417,1.0332201322012413,48
muscle,968957,20186.604166666668,1358981748.4891493,1.8261798432923289,48
release,968068,20168.083333333332,921357727.701389,1.505045100289317,48
cohort,967162,20149.208333333332,1276601349.7482636,1.7732487498728977,48
damage,966462,20134.625,727863175.6927084,1.3399275866429494,48
food,966453,20134.4375,1687294374.204427,2.040121008553579,48
evaluation,966183,20128.8125,474914154.02734375,1.0826532954703691,48
national,964579,20095.395833333332,452694943.9474826,1.0587812865963795,48
light,963131,20065.229166666668,1083352863.6766493,1.640366319402612,48
rat,958807,19975.145833333332,1337820117.4995658,1.8310866761882203,48
still,958334,19965.291666666668,389611841.24826384,0.9886450921904759,48
reflect,957090,19939.375,530066077.9010417,1.1546582549361795,48
q,953815,19871.145833333332,323743052.124566,0.9054767799643776,48
general,952075,19834.895833333332,712459541.468316,1.3457059712271302,48
highly,951630,19825.625,587020788.9010416,1.222080610334354,48
maintain,951311,19818.979166666668,467435381.0203993,1.0908863555401858,48
complete,949224,19775.5,581698754.25,1.2196117335319299,48
methodology,948461,19759.604166666668,365233190.9474826,0.9671790449306491,48
cross,948188,19753.916666666668,463114345.90972215,1.0894088520772662,48
property,945656,19701.166666666668,477250808.8055555,1.1088719341372233,48
publication,943229,19650.604166666668,448904439.5724826,1.0782042584047655,48
curve,941961,19624.1875,492716561.40234375,1.1311153482048957,48
very,940386,19591.375,457700878.9010417,1.0920083410214096,48
plot,939353,19569.854166666668,599141662.749566,1.2507691786051431,48
variation,939352,19569.833333333332,567512120.8888888,1.217307909301687,48
power,939124,19565.083333333332,1248280336.7430553,1.8058196009840324,48
cm,936732,19515.25,555628749.8958334,1.207864550792025,48
whereas,936044,19500.916666666668,552892536.7430555,1.205772396357375,48
pressure,933721,19452.520833333332,410905807.999566,1.0420660591449216,48
ii,932292,19422.75,684481565.8541666,1.3470079472102727,48
limitation,928857,19351.1875,441172812.86067706,1.0854173258828574,48
healthy,926232,19296.5,699700356.4166666,1.3708107570317156,48
host,923046,19230.125,2223627801.8177085,2.4521607709448436,48
natural,919971,19166.0625,470054416.01692706,1.1312046156690123,48
dose,917890,19122.708333333332,1453587694.2899306,1.9937523751717385,48
short,916626,19096.375,349953173.984375,0.9796118590098675,48
inhibitor,916480,19093.333333333332,1744093288.6805553,2.1872735483634163,48
reaction,915211,19066.895833333332,605213393.5933161,1.2902511990804217,48
compound,911450,18988.541666666668,1374139645.2065973,1.9521978174653443,48
biological,911058,18980.375,626224116.734375,1.3184391962075768,48
step,910048,18959.333333333332,282829200.6388889,0.8870315372022715,48
record,906587,18887.229166666668,273284758.96831596,0.8752647859805122,48
school,901403,18779.229166666668,2547921831.8016496,2.6879134983856883,48
literature,900365,18757.604166666668,609970331.1141495,1.3166701469265927,48
th,898553,18719.854166666668,1633931986.8328984,2.159307664532312,48
mental,895866,18663.875,2975310621.8177085,2.9225660782870846,48
ai,895768,18661.833333333332,425562938.55555564,1.1054207004693817,48
discussion,895707,18660.5625,408193419.20442706,1.0827003284692311,48
active,893543,18615.479166666668,402674234.7912326,1.077960138410452,48
death,891728,18577.666666666668,794251421.888889,1.5170078715613227,48
full,891145,18565.520833333332,335405045.54123265,0.9864558630205518,48
density,890817,18558.6875,297392881.13151044,0.9292188798493852,48
problem,888406,18508.458333333332,1092870223.1232638,1.7861340550893998,48
country,888209,18504.354166666668,855061957.3120661,1.580246584103516,48
sensitivity,887106,18481.375,388005612.3177083,1.0658221081607084,48
commercial,886552,18469.833333333332,327446287.6805556,0.9797314717752377,48
version,885902,18456.291666666668,541691343.4982638,1.261047666778218,48
administration,885200,18441.666666666668,744041866.513889,1.4791033438921035,48
characterize,885033,18438.1875,456116812.90234375,1.158296685159258,48
root,884838,18434.125,5768532684.942708,4.120122709317382,48
manuscript,884222,18421.291666666668,343451766.0399305,1.0060343235466795,48
prediction,884060,18417.916666666668,326465756.8263889,0.9810210216028027,48
volume,883792,18412.333333333332,312161521.0555556,0.9595792660139809,48
approve,883682,18410.041666666668,493108683.87326384,1.2061923061393964,48
bacteria,883224,18400.5,3674568922.7916665,3.294379103597785,48
either,881783,18370.479166666668,477068355.70789933,1.1889670546996456,48
end,881602,18366.708333333332,302625720.41493064,0.9471561614405349,48
related,879949,18332.270833333332,456074314.905816,1.1649345945458005,48
understand,878345,18298.854166666668,572851520.2078992,1.3079680602995791,48
especially,874429,18217.270833333332,338968762.61414933,1.0106400951856331,48
free,872787,18183.0625,451340551.76692706,1.1683827763760422,48
chronic,866497,18052.020833333332,746209620.3537327,1.5132287915789182,48
ensure,866110,18043.958333333332,325385279.6232639,0.9996941144052728,48
global,863582,17991.291666666668,320347012.6649305,0.9948279880269371,48
severe,862942,17977.958333333332,618645213.3315972,1.3835041268884958,48
database,862617,17971.1875,561171587.5690104,1.3181689025360355,48
employ,861006,17937.625,315767047.234375,0.9906459365805527,48
